Iteration 1, loss = 21419.65735283
Iteration 121, loss = 5625.56378096
Iteration 122, loss = 5621.87684008
Iteration 123, loss = 5618.86736534
Iteration 124, loss = 5618.16994638
Iteration 125, loss = 5614.05250027
Iteration 126, loss = 5611.84725926
Iteration 127, loss = 5608.80318617
Iteration 128, loss = 5605.96169051
Iteration 129, loss = 5602.66710880
Iteration 130, loss = 5600.20881390
Iteration 131, loss = 5597.45864921
Iteration 132, loss = 5594.40601903
Iteration 133, loss = 5592.89329577
Iteration 134, loss = 5589.14334231
Iteration 135, loss = 5588.48719321
Iteration 136, loss = 5585.45984529
Iteration 137, loss = 5582.89931169
Iteration 138, loss = 5579.61580830
Iteration 139, loss = 5577.99371472
Iteration 140, loss = 5574.56734050
Iteration 141, loss = 5572.46245214
Iteration 142, loss = 5570.46405836
Iteration 143, loss = 5567.06912014
Iteration 144, loss = 5566.44082658
Iteration 145, loss = 5563.45472676
Iteration 146, loss = 5561.28773507
Iteration 147, loss = 5559.19503732
Iteration 148, loss = 5556.66714240
Iteration 149, loss = 5558.50297812
Iteration 150, loss = 5552.62805390
Iteration 151, loss = 5551.69500168
Iteration 152, loss = 5548.98359756
Iteration 153, loss = 5546.52314460
Iteration 154, loss = 5544.58402682
Iteration 155, loss = 5542.41796046
Iteration 156, loss = 5541.40197924
Iteration 157, loss = 5538.57347919
Iteration 158, loss = 5537.68633128
Iteration 159, loss = 5533.97451822
Iteration 160, loss = 5533.51951423
Iteration 161, loss = 5531.73268318
Iteration 162, loss = 5529.36173734
Iteration 163, loss = 5527.06618132
Iteration 164, loss = 5527.75794708
Iteration 165, loss = 5524.09168963
Iteration 166, loss = 5522.63441675
Iteration 167, loss = 5519.99489498
Iteration 168, loss = 5518.12118067
Iteration 169, loss = 5516.82001480
Iteration 170, loss = 5515.40276851
Iteration 171, loss = 5513.65359171
Iteration 172, loss = 5512.26754218
Iteration 173, loss = 5509.42666891
Iteration 174, loss = 5507.45728746
Iteration 175, loss = 5505.61530210
Iteration 176, loss = 5505.32604161
Iteration 177, loss = 5502.53496438
Iteration 178, loss = 5501.78860286
Iteration 179, loss = 5500.16598591
Iteration 180, loss = 5497.37669637
Iteration 181, loss = 5496.98755896
Iteration 182, loss = 5495.41667367
Iteration 183, loss = 5493.53091185
Iteration 184, loss = 5491.49675220
Iteration 185, loss = 5490.01794390
Iteration 186, loss = 5488.23450901
[34m[1mwandb[0m: Ctrl + C detected. Stopping sweep.
Iteration 187, loss = 5487.26376263
Iteration 188, loss = 5484.97927090
Iteration 189, loss = 5483.20722753
Iteration 190, loss = 5480.94374490
Iteration 191, loss = 5481.78964871
Iteration 192, loss = 5478.99589920
Iteration 193, loss = 5477.32046322
Iteration 194, loss = 5475.77325299
Iteration 195, loss = 5473.73522992
Iteration 196, loss = 5474.55559507
Iteration 197, loss = 5471.74084316
Iteration 198, loss = 5468.92608717
Iteration 199, loss = 5469.22465897
Iteration 200, loss = 5466.88385889
Iteration 201, loss = 5464.59278405
Iteration 202, loss = 5462.58133335
Iteration 203, loss = 5461.19255165
Iteration 204, loss = 5460.27104852
Iteration 205, loss = 5458.37822910
Iteration 206, loss = 5456.59471410
Iteration 207, loss = 5455.79839562
Iteration 208, loss = 5453.28685083
Iteration 209, loss = 5451.90020520
Iteration 210, loss = 5450.70290936
Iteration 211, loss = 5449.64235630
