Iteration 1, loss = 21465.12800272
Iteration 115, loss = 5990.49418453
Iteration 116, loss = 5983.52681773
Iteration 117, loss = 5977.05827189
Iteration 118, loss = 5970.40768672
Iteration 119, loss = 5963.99855724
Iteration 120, loss = 5957.65504842
Iteration 121, loss = 5951.69705476
Iteration 122, loss = 5945.91384771
Iteration 123, loss = 5939.99266575
Iteration 124, loss = 5934.47461455
Iteration 125, loss = 5928.94387259
Iteration 126, loss = 5923.18186483
Iteration 127, loss = 5918.82377247
Iteration 128, loss = 5912.61019826
Iteration 129, loss = 5907.81882825
Iteration 130, loss = 5903.05879364
Iteration 131, loss = 5897.77505774
Iteration 132, loss = 5893.14286032
Iteration 133, loss = 5888.12690788
Iteration 134, loss = 5883.76224119
Iteration 135, loss = 5879.30884027
Iteration 136, loss = 5874.75928039
Iteration 137, loss = 5871.14879623
Iteration 138, loss = 5866.62598899
Iteration 139, loss = 5862.76828198
Iteration 140, loss = 5858.36353650
Iteration 141, loss = 5854.38210754
Iteration 142, loss = 5850.32156127
Iteration 143, loss = 5846.70421498
Iteration 144, loss = 5842.82020935
Iteration 145, loss = 5839.02645299
Iteration 146, loss = 5835.14715682
Iteration 147, loss = 5831.19302086
Iteration 148, loss = 5827.73029688
Iteration 149, loss = 5824.81859127
Iteration 150, loss = 5820.85471597
Iteration 151, loss = 5817.04300060
Iteration 152, loss = 5813.92588949
Iteration 153, loss = 5810.20697619
Iteration 154, loss = 5806.89247490
Iteration 155, loss = 5803.53060245
Iteration 156, loss = 5800.17155221
Iteration 157, loss = 5796.70430896
Iteration 158, loss = 5793.56806970
Iteration 159, loss = 5790.32263883
Iteration 160, loss = 5786.94760680
Iteration 161, loss = 5784.61844376
Iteration 162, loss = 5780.89502288
Iteration 163, loss = 5777.23422485
Iteration 164, loss = 5775.34200060
Iteration 165, loss = 5771.68541054
Iteration 166, loss = 5768.68619456
Iteration 167, loss = 5765.69347601
Iteration 168, loss = 5762.11089720
Iteration 169, loss = 5759.52970322
Iteration 170, loss = 5756.40335940
Iteration 171, loss = 5753.86881647
Iteration 172, loss = 5751.42075320
Iteration 173, loss = 5748.39101485
Iteration 174, loss = 5746.14708167
Iteration 175, loss = 5742.73900910
Iteration 176, loss = 5740.33996934
Iteration 177, loss = 5737.40367449
Iteration 178, loss = 5734.78644877
Iteration 179, loss = 5732.88568919
Iteration 180, loss = 5729.78436209
Iteration 181, loss = 5726.61584484
Iteration 182, loss = 5723.91793029
Iteration 183, loss = 5721.26659067
Iteration 184, loss = 5719.80604889
Iteration 185, loss = 5716.24666730
Iteration 186, loss = 5714.19663691
Iteration 187, loss = 5711.24356285
Iteration 188, loss = 5708.22814761
Iteration 189, loss = 5706.09646975
Iteration 190, loss = 5703.93938252
Iteration 191, loss = 5701.10514440
Iteration 192, loss = 5698.66729640
Iteration 193, loss = 5696.07698112
Iteration 194, loss = 5693.62699750
Iteration 195, loss = 5691.56264643
Iteration 196, loss = 5689.10828656
Iteration 197, loss = 5686.84977583
Iteration 198, loss = 5684.37943987
Iteration 199, loss = 5682.48635874
Iteration 200, loss = 5680.12872888
Iteration 201, loss = 5677.48729569
Iteration 202, loss = 5675.25596799
Iteration 203, loss = 5673.68403130
Iteration 204, loss = 5672.07381010
Iteration 205, loss = 5668.74536428
Iteration 206, loss = 5666.56269001
Iteration 207, loss = 5664.84219444
Iteration 208, loss = 5662.35148852
Iteration 209, loss = 5660.29526370
Iteration 210, loss = 5658.58033112
Iteration 211, loss = 5656.48197707
Iteration 212, loss = 5654.28442835
Iteration 213, loss = 5652.78308291
Iteration 214, loss = 5650.24186229
Iteration 215, loss = 5649.32479430
Iteration 216, loss = 5646.63113720
Iteration 217, loss = 5644.77878925
Iteration 218, loss = 5643.39806613
Iteration 219, loss = 5640.97116845
Iteration 220, loss = 5639.28230991
Iteration 221, loss = 5636.81126693
Iteration 222, loss = 5634.97183122
Iteration 223, loss = 5633.07793080
Iteration 224, loss = 5631.48237854
Iteration 225, loss = 5629.79431595
Iteration 226, loss = 5627.43317902
Iteration 227, loss = 5626.01132208
Iteration 228, loss = 5623.89579627
Iteration 229, loss = 5622.91513978
Iteration 230, loss = 5621.33656064
Iteration 231, loss = 5618.83578387
Iteration 232, loss = 5617.23159367
Iteration 233, loss = 5615.31105001
Iteration 234, loss = 5614.45338897
Iteration 235, loss = 5611.83969614
Iteration 236, loss = 5610.92446005
Iteration 237, loss = 5609.75523853
Iteration 238, loss = 5606.83360651
Iteration 239, loss = 5605.37947474
Iteration 240, loss = 5603.95715992
Iteration 241, loss = 5602.08437875
Iteration 242, loss = 5601.20083069
Iteration 243, loss = 5598.81011183
Iteration 244, loss = 5597.72360734
Iteration 245, loss = 5595.94611859
Iteration 246, loss = 5594.83002240
Iteration 247, loss = 5593.09455689
Iteration 248, loss = 5591.44805554
Iteration 249, loss = 5590.15260117
Iteration 250, loss = 5588.57194518
Iteration 251, loss = 5587.13331800
Iteration 252, loss = 5586.40400244
Iteration 253, loss = 5584.15019790
Iteration 254, loss = 5582.87340371
Iteration 255, loss = 5581.34340424
Iteration 256, loss = 5580.09821114
Iteration 257, loss = 5578.78068325
Iteration 258, loss = 5577.27076311
Iteration 259, loss = 5575.68476575
Iteration 260, loss = 5574.33753720
Iteration 261, loss = 5573.73625652
Iteration 262, loss = 5572.27456565
Iteration 263, loss = 5570.34686320
Iteration 264, loss = 5569.37399049
Iteration 265, loss = 5567.90542237
Iteration 266, loss = 5566.26745753
Iteration 267, loss = 5564.70265251
Iteration 268, loss = 5563.90856251
Iteration 269, loss = 5562.31048304
Iteration 270, loss = 5560.95945643
Iteration 271, loss = 5559.62699475
Iteration 272, loss = 5558.79270007
Iteration 273, loss = 5558.55533790
Iteration 274, loss = 5556.21640406
Iteration 275, loss = 5554.34604729
Iteration 276, loss = 5553.06858773
Iteration 277, loss = 5551.99213682
Iteration 278, loss = 5551.43130102
Iteration 279, loss = 5549.57852809
Iteration 280, loss = 5548.72201859
Iteration 281, loss = 5547.98808220
Iteration 282, loss = 5545.72702419
Iteration 283, loss = 5544.64946942
Iteration 284, loss = 5543.24545383
Iteration 285, loss = 5542.10238167
Iteration 286, loss = 5541.38646314
Iteration 287, loss = 5540.03857562
Iteration 288, loss = 5540.96377044
Iteration 289, loss = 5537.25203851
Iteration 290, loss = 5535.82548771
Iteration 291, loss = 5535.10586371
Iteration 292, loss = 5534.18513443
Iteration 293, loss = 5532.82300834
Iteration 294, loss = 5532.16767634
Iteration 295, loss = 5530.25029257
Iteration 296, loss = 5529.33249645
Iteration 297, loss = 5528.66587195
Iteration 298, loss = 5527.35179324
Iteration 299, loss = 5526.45979529
Iteration 300, loss = 5524.82993847
Iteration 301, loss = 5524.22097261
Iteration 302, loss = 5524.39808955
Iteration 303, loss = 5522.87818254
Iteration 304, loss = 5520.71637581
Iteration 305, loss = 5520.00498009
Iteration 306, loss = 5517.83109623
Iteration 307, loss = 5517.59234726
Iteration 308, loss = 5516.00354764
Iteration 309, loss = 5514.26390309
Iteration 310, loss = 5513.78738123
Iteration 311, loss = 5512.77759751
Iteration 312, loss = 5511.37839425
Iteration 313, loss = 5509.80359636
Iteration 314, loss = 5509.13119643
Iteration 315, loss = 5507.84228243
Iteration 316, loss = 5506.43592785
Iteration 317, loss = 5505.61764463
Iteration 318, loss = 5504.57381780
Iteration 319, loss = 5503.42380212
Iteration 320, loss = 5502.59028828
Iteration 321, loss = 5500.81500836
Iteration 322, loss = 5499.77097025
Iteration 323, loss = 5499.13064957
Iteration 324, loss = 5497.50855077
Iteration 325, loss = 5496.59042901
Iteration 326, loss = 5495.72499143
Iteration 327, loss = 5494.46405005
Iteration 328, loss = 5493.23897177
Iteration 329, loss = 5492.19603418
Iteration 330, loss = 5491.04455231
Iteration 331, loss = 5490.02086045
Iteration 332, loss = 5489.04882300
Iteration 333, loss = 5487.88847785
Iteration 334, loss = 5487.58887310
Iteration 335, loss = 5486.27475095
Iteration 336, loss = 5484.68785564
Iteration 337, loss = 5483.66802641
Iteration 338, loss = 5482.48865178
Iteration 339, loss = 5481.13916108
Iteration 340, loss = 5481.30535402
Iteration 341, loss = 5481.21346127
Iteration 342, loss = 5479.02825821
Iteration 343, loss = 5477.09961778
Iteration 344, loss = 5476.11898602
Iteration 345, loss = 5475.74747892
Iteration 346, loss = 5473.90725570
Iteration 347, loss = 5472.69690858
Iteration 348, loss = 5471.53758799
Iteration 349, loss = 5470.76529951
Iteration 350, loss = 5470.01944602
Iteration 351, loss = 5469.76506194
Iteration 352, loss = 5467.94291363
Iteration 353, loss = 5466.41422079
Iteration 354, loss = 5465.94622713
Iteration 355, loss = 5465.47555393
Iteration 356, loss = 5463.14613090
Iteration 357, loss = 5462.34785197
Iteration 358, loss = 5461.72797572
Iteration 359, loss = 5460.50045864
Iteration 360, loss = 5459.39864854
Iteration 361, loss = 5458.51866688
Iteration 362, loss = 5456.87858520
Iteration 363, loss = 5456.10847137
Iteration 364, loss = 5455.44900811
Iteration 365, loss = 5454.35533995
Iteration 366, loss = 5453.29088258
Iteration 367, loss = 5452.11564547
Iteration 368, loss = 5451.35869179
Iteration 369, loss = 5450.05601178
Iteration 370, loss = 5449.23830399
Iteration 371, loss = 5448.18071463
Iteration 372, loss = 5447.64073955
Iteration 373, loss = 5446.62678395
Iteration 374, loss = 5445.40593233
Iteration 375, loss = 5444.43403717
Iteration 376, loss = 5443.68748112
Iteration 377, loss = 5442.56342882
Iteration 378, loss = 5441.78905765
Iteration 379, loss = 5440.72293668
Iteration 380, loss = 5439.93574209
Iteration 381, loss = 5438.66991701
Iteration 382, loss = 5438.04087027
Iteration 383, loss = 5437.13465553
Iteration 384, loss = 5436.43463267
Iteration 385, loss = 5435.05303411
Iteration 386, loss = 5434.14409756
Iteration 387, loss = 5433.27220590
Iteration 388, loss = 5431.96276415
Iteration 389, loss = 5431.12254384
Iteration 390, loss = 5430.05917803
Iteration 391, loss = 5429.58186215
Iteration 392, loss = 5428.22462780
Iteration 393, loss = 5428.15308006
Iteration 394, loss = 5426.84387592
Iteration 395, loss = 5426.14032542
Iteration 396, loss = 5425.67953905
Iteration 397, loss = 5423.42396138
Iteration 398, loss = 5423.08100721
Iteration 399, loss = 5422.16298933
Iteration 400, loss = 5421.17877126
Iteration 401, loss = 5420.25473521
Iteration 402, loss = 5419.49711082
Iteration 403, loss = 5419.03282643
Iteration 404, loss = 5418.10392286
Iteration 405, loss = 5416.71612138
Iteration 406, loss = 5415.92112172
Iteration 407, loss = 5415.06657331
Iteration 408, loss = 5414.50426022
Iteration 409, loss = 5413.13210726
Iteration 410, loss = 5413.54118474
Iteration 411, loss = 5411.94563800
Iteration 412, loss = 5410.75111391
Iteration 413, loss = 5410.04528471
Iteration 414, loss = 5409.20579084
Iteration 415, loss = 5410.46161830
Iteration 416, loss = 5408.50042980
Iteration 417, loss = 5406.34892064
Iteration 418, loss = 5405.45060650
Iteration 419, loss = 5404.87282152
Iteration 420, loss = 5404.05069626
Iteration 421, loss = 5402.72103988
Iteration 422, loss = 5402.77137762
Iteration 423, loss = 5401.15467128
Iteration 424, loss = 5400.43005964
Iteration 425, loss = 5400.18676736
Iteration 426, loss = 5399.20461347
Iteration 427, loss = 5397.30837469
Iteration 428, loss = 5396.61445207
Iteration 429, loss = 5396.17939320
Iteration 430, loss = 5395.35535035
Iteration 431, loss = 5394.48077838
Iteration 432, loss = 5393.69113671
Iteration 433, loss = 5392.39535971
Iteration 434, loss = 5392.60647696
Iteration 435, loss = 5390.94689458
Iteration 436, loss = 5390.51786816
Iteration 437, loss = 5389.88738988
Iteration 438, loss = 5389.66625428
Iteration 439, loss = 5388.24342436
Iteration 440, loss = 5386.63252171
Iteration 441, loss = 5385.60070785
Iteration 442, loss = 5384.88757985
Iteration 443, loss = 5383.99240624
Iteration 444, loss = 5383.73550641
Iteration 445, loss = 5383.17448224
Iteration 446, loss = 5381.75697881
Iteration 447, loss = 5381.36546772
Iteration 448, loss = 5380.43462280
Iteration 449, loss = 5379.28304100
Iteration 450, loss = 5378.92768009
Iteration 451, loss = 5378.08802721
Iteration 452, loss = 5377.32022957
Iteration 453, loss = 5376.55416406
Iteration 454, loss = 5375.33087884
Iteration 455, loss = 5375.35063974
Iteration 456, loss = 5374.08043929
Iteration 457, loss = 5373.18148185
Iteration 458, loss = 5372.08673532
Iteration 459, loss = 5371.66529192
Iteration 460, loss = 5370.94816734
Iteration 461, loss = 5369.99092259
Iteration 462, loss = 5369.67866012
Iteration 463, loss = 5368.25678521
Iteration 464, loss = 5367.26847261
Iteration 465, loss = 5366.44264379
Iteration 466, loss = 5365.48606226
Iteration 467, loss = 5365.75041270
Iteration 468, loss = 5364.05945497
Iteration 469, loss = 5363.27638183
Iteration 470, loss = 5363.06888039
Iteration 471, loss = 5361.56328229
Iteration 472, loss = 5360.94588229
Iteration 473, loss = 5359.98560507
Iteration 474, loss = 5359.24905110
Iteration 475, loss = 5358.35403526
Iteration 476, loss = 5357.95659294
Iteration 477, loss = 5356.98191785
Iteration 478, loss = 5356.37487461
Iteration 479, loss = 5355.20491347
Iteration 480, loss = 5355.63896121
Iteration 481, loss = 5354.62400767
Iteration 482, loss = 5353.00253962
Iteration 483, loss = 5352.07106497
Iteration 484, loss = 5351.67345974
Iteration 485, loss = 5351.29634074
Iteration 486, loss = 5350.22475096
Iteration 487, loss = 5349.56546845
Iteration 488, loss = 5348.41186746
Iteration 489, loss = 5348.04943824
Iteration 490, loss = 5347.23296894
Iteration 491, loss = 5346.43619520
Iteration 492, loss = 5345.59428870
Iteration 493, loss = 5344.69955702
Iteration 494, loss = 5344.01979638
Iteration 495, loss = 5343.04939241
Iteration 496, loss = 5342.54703247
Iteration 497, loss = 5341.63308012
Iteration 498, loss = 5341.23627674
Iteration 499, loss = 5341.21564985
Iteration 500, loss = 5339.46368014
Iteration 501, loss = 5339.50381041
Iteration 502, loss = 5338.58775489
Iteration 503, loss = 5337.93541970
Iteration 504, loss = 5337.71423066
Iteration 505, loss = 5336.58940950
Iteration 506, loss = 5335.96802411
Iteration 507, loss = 5334.71726800
Iteration 508, loss = 5334.15461345
Iteration 509, loss = 5333.91865448
Iteration 510, loss = 5332.85477526
Iteration 511, loss = 5332.11257135
Iteration 512, loss = 5331.89710590
Iteration 513, loss = 5330.44802598
Iteration 514, loss = 5330.20055769
Iteration 515, loss = 5329.90953956
Iteration 516, loss = 5328.23124587
Iteration 517, loss = 5327.82125168
Iteration 518, loss = 5327.05497923
Iteration 519, loss = 5326.51048993
Iteration 520, loss = 5326.08085888
Iteration 521, loss = 5324.78862947
Iteration 522, loss = 5324.53615002
Iteration 523, loss = 5324.41597756
Iteration 524, loss = 5322.84346025
Iteration 525, loss = 5322.78146268
Iteration 526, loss = 5322.09108876
Iteration 527, loss = 5321.05989412
Iteration 528, loss = 5320.80317589
Iteration 529, loss = 5319.64497871
Iteration 530, loss = 5319.74761731
Iteration 531, loss = 5318.64726715
Iteration 532, loss = 5317.50716256
Iteration 533, loss = 5317.11448264
Iteration 534, loss = 5316.28108176
Iteration 535, loss = 5316.11259544
Iteration 536, loss = 5314.97188567
Iteration 537, loss = 5315.18852930
Iteration 538, loss = 5313.62676169
Iteration 539, loss = 5313.46114330
Iteration 540, loss = 5312.18104078
Iteration 541, loss = 5311.84258563
Iteration 542, loss = 5311.48545549
Iteration 543, loss = 5310.43376985
Iteration 544, loss = 5310.24592094
Iteration 545, loss = 5309.11050262
Iteration 546, loss = 5309.65307833
Iteration 547, loss = 5308.93929413
Iteration 548, loss = 5306.83487262
Iteration 549, loss = 5307.25530231
Iteration 550, loss = 5305.84359631
Iteration 551, loss = 5305.63097441
Iteration 552, loss = 5304.66429969
Iteration 553, loss = 5303.80742238
Iteration 554, loss = 5303.06490089
Iteration 555, loss = 5303.33081969
Iteration 556, loss = 5301.78638452
Iteration 557, loss = 5300.93037018
Iteration 558, loss = 5300.30998128
Iteration 559, loss = 5300.10902846
Iteration 560, loss = 5298.99900506
Iteration 561, loss = 5298.37198719
Iteration 562, loss = 5297.68752966
Iteration 563, loss = 5297.32809870
Iteration 564, loss = 5296.77604050
Iteration 565, loss = 5296.12560127
Iteration 566, loss = 5295.44213035
Iteration 567, loss = 5294.40885420
Iteration 568, loss = 5293.37562756
Iteration 569, loss = 5293.16579513
Iteration 570, loss = 5292.34559489
Iteration 571, loss = 5291.61739443
Iteration 572, loss = 5291.68467280
Iteration 573, loss = 5290.16154543
Iteration 574, loss = 5290.26223656
Iteration 575, loss = 5289.13157665
Iteration 576, loss = 5289.47451813
Iteration 577, loss = 5288.52806438
Iteration 578, loss = 5286.84344575
Iteration 579, loss = 5286.85486977
Iteration 580, loss = 5285.14539198
Iteration 581, loss = 5285.40625013
Iteration 582, loss = 5285.77407358
Iteration 583, loss = 5283.59454437
Iteration 584, loss = 5282.72704612
Iteration 585, loss = 5282.27285299
Iteration 586, loss = 5281.69606185
Iteration 587, loss = 5281.24901352
Iteration 588, loss = 5280.71954778
Iteration 589, loss = 5280.23448861
Iteration 590, loss = 5279.43298932
Iteration 591, loss = 5278.95525061
Iteration 592, loss = 5278.47116610
Iteration 593, loss = 5276.56831731
Iteration 594, loss = 5276.84946530
Iteration 595, loss = 5276.01525477
Iteration 596, loss = 5275.72975745
Iteration 597, loss = 5274.71680064
Iteration 598, loss = 5274.39654038
Iteration 599, loss = 5274.22510449
Iteration 600, loss = 5272.71542563
Iteration 601, loss = 5271.29063222
Iteration 602, loss = 5271.28512824
Iteration 603, loss = 5270.18600897
Iteration 604, loss = 5270.28269996
Iteration 605, loss = 5269.73684183
Iteration 606, loss = 5268.72657805
Iteration 607, loss = 5268.18337123
Iteration 608, loss = 5267.86437578
Iteration 609, loss = 5266.67520775
Iteration 610, loss = 5266.29424668
Iteration 611, loss = 5265.53020237
Iteration 612, loss = 5264.89627577
Iteration 613, loss = 5264.88194435
Iteration 614, loss = 5263.95338198
Iteration 615, loss = 5263.38363679
Iteration 616, loss = 5262.81220476
Iteration 617, loss = 5262.29733891
Iteration 618, loss = 5261.21811245
Iteration 619, loss = 5260.05558596
Iteration 620, loss = 5260.76868153
Iteration 621, loss = 5259.09734787
Iteration 622, loss = 5259.00332262
Iteration 623, loss = 5258.52003781
Iteration 624, loss = 5257.14419969
Iteration 625, loss = 5256.86520901
Iteration 626, loss = 5256.39362637
Iteration 627, loss = 5255.39325597
Iteration 628, loss = 5255.06280922
Iteration 629, loss = 5254.67910820
Iteration 630, loss = 5254.03727432
Iteration 631, loss = 5252.98185471
Iteration 632, loss = 5253.46777549
Iteration 633, loss = 5252.10878776
Iteration 634, loss = 5251.15780393
Iteration 635, loss = 5250.46216042
Iteration 636, loss = 5250.24691904
Iteration 637, loss = 5249.33712929
Iteration 638, loss = 5248.40369113
Iteration 639, loss = 5248.64743504
Iteration 640, loss = 5247.93548343
Iteration 641, loss = 5246.80025027
Iteration 642, loss = 5246.09298784
Iteration 643, loss = 5246.43314603
Iteration 644, loss = 5245.67566527
Iteration 645, loss = 5244.64736199
Iteration 646, loss = 5243.80396207
Iteration 647, loss = 5244.34561231
Iteration 648, loss = 5242.65679164
Iteration 649, loss = 5242.21651249
Iteration 650, loss = 5242.03027850
Iteration 651, loss = 5240.85132646
Iteration 652, loss = 5240.51446601
Iteration 653, loss = 5240.52293143
Iteration 654, loss = 5239.44862276
Iteration 655, loss = 5238.70126648
Iteration 656, loss = 5238.72152594
Iteration 657, loss = 5238.87617974
Iteration 658, loss = 5237.01560130
Iteration 659, loss = 5236.63125161
Iteration 660, loss = 5235.74438181
Iteration 661, loss = 5234.69277793
Iteration 662, loss = 5234.75169238
Iteration 663, loss = 5234.08510627
Iteration 664, loss = 5232.87242305
Iteration 665, loss = 5232.34166903
Iteration 666, loss = 5231.95818731
Iteration 667, loss = 5231.17820328
Iteration 668, loss = 5230.64875296
Iteration 669, loss = 5230.04678092
Iteration 670, loss = 5229.25923256
Iteration 671, loss = 5229.23715062
Iteration 672, loss = 5228.79132443
Iteration 673, loss = 5227.65647805
Iteration 674, loss = 5227.03100027
Iteration 675, loss = 5226.47443895
Iteration 676, loss = 5225.91490862
Iteration 677, loss = 5225.79098453
Iteration 678, loss = 5224.95984529
Iteration 679, loss = 5223.87778956
Iteration 680, loss = 5223.48205396
Iteration 681, loss = 5222.44307040
Iteration 682, loss = 5222.20041866
Iteration 683, loss = 5222.63098757
Iteration 684, loss = 5220.82636943
Iteration 685, loss = 5221.03569608
Iteration 686, loss = 5219.66056724
Iteration 687, loss = 5219.80314947
Iteration 688, loss = 5219.08098016
Iteration 689, loss = 5218.27787632
Iteration 690, loss = 5217.93169780
Iteration 691, loss = 5217.00681454
Iteration 692, loss = 5217.05591307
Iteration 693, loss = 5216.08825339
Iteration 694, loss = 5215.44530161
Iteration 695, loss = 5214.87271213
Iteration 696, loss = 5214.19332200
Iteration 697, loss = 5213.63346026
Iteration 698, loss = 5213.15902326
Iteration 699, loss = 5212.91909830
Iteration 700, loss = 5212.68373243
Iteration 701, loss = 5211.11954435
Iteration 702, loss = 5210.66866350
Iteration 703, loss = 5210.36068446
Iteration 704, loss = 5209.96918358
Iteration 705, loss = 5209.42195199
Iteration 706, loss = 5209.01643227
Iteration 707, loss = 5208.65000701
Iteration 708, loss = 5206.86210724
Iteration 709, loss = 5207.04815042
Iteration 710, loss = 5206.44851294
Iteration 711, loss = 5206.22351292
Iteration 712, loss = 5205.42370942
Iteration 713, loss = 5205.11672595
Iteration 714, loss = 5203.83691003
Iteration 715, loss = 5203.52649835
Iteration 716, loss = 5203.22622416
Iteration 717, loss = 5203.17555410
Iteration 718, loss = 5202.01290215
Iteration 719, loss = 5202.11309669
Iteration 720, loss = 5200.66686338
Iteration 721, loss = 5200.41896522
Iteration 722, loss = 5199.76294001
Iteration 723, loss = 5198.72008746
Iteration 724, loss = 5199.05496390
Iteration 725, loss = 5198.24261419
Iteration 726, loss = 5197.17349445
Iteration 727, loss = 5197.18684991
Iteration 728, loss = 5196.70361931
Iteration 729, loss = 5195.46321533
Iteration 730, loss = 5195.21412498
Iteration 731, loss = 5194.81325659
Iteration 732, loss = 5194.05140046
Iteration 733, loss = 5193.63555644
Iteration 734, loss = 5193.13090895
Iteration 735, loss = 5192.17475267
Iteration 736, loss = 5192.57094006
Iteration 737, loss = 5191.28737622
Iteration 738, loss = 5190.94646199
Iteration 739, loss = 5191.24641835
Iteration 740, loss = 5189.67692050
Iteration 741, loss = 5189.86351279
Iteration 742, loss = 5188.92961507
Iteration 743, loss = 5188.44757178
Iteration 744, loss = 5187.60730225
Iteration 745, loss = 5187.45783610
Iteration 746, loss = 5186.30187785
Iteration 747, loss = 5185.59076218
Iteration 748, loss = 5185.77127061
Iteration 749, loss = 5184.46895389
Iteration 750, loss = 5184.10355504
Iteration 751, loss = 5183.92472815
Iteration 752, loss = 5182.95730736
Iteration 753, loss = 5182.01622498
Iteration 754, loss = 5181.37499521
Iteration 755, loss = 5181.25569377
Iteration 756, loss = 5180.53882865
Iteration 757, loss = 5180.24938764
Iteration 758, loss = 5180.63125036
Iteration 759, loss = 5180.14441589
Iteration 760, loss = 5178.81616611
Iteration 761, loss = 5177.60344767
Iteration 762, loss = 5177.12594111
Iteration 763, loss = 5177.04696902
Iteration 764, loss = 5177.51103349
Iteration 765, loss = 5175.66594405
Iteration 766, loss = 5175.00585294
Iteration 767, loss = 5176.25507548
Iteration 768, loss = 5173.54745127
Iteration 769, loss = 5173.34075123
Iteration 770, loss = 5172.46026804
Iteration 771, loss = 5172.24805788
Iteration 772, loss = 5171.93637673
Iteration 773, loss = 5170.61291018
Iteration 774, loss = 5170.20525472
Iteration 775, loss = 5170.01951585
Iteration 776, loss = 5169.71458021
